comment,sentiment
جای خوبیه ولی مسیرش خیلی داغونه,Neutral
"مغازه های بیرون اکثرا املاکی هستند
داخلشم تعمیر لباس.عطاری. ارایشگاه مردانه.لوازم آرایشی زنانه است",Neutral
بسیار بسیار کند پیش میره چون جایگاها خیلی کمه نصفشم غیرفعاله,Negative
مسئول این بخش توجه لازم رو برای مهمانان انجام نمی دهد,Negative
از کودکی در این مسجد نماز می‌خواندم. بسیار مسجد دلنشین و دوست داشتنی است,Positive
روشنایی در شب افتضاح و امنیت صفر,Negative
جای دنج و آرامی هست و خیلی برخورد خوبی از طرف پرسنل رو شاهد بودم.,Positive
اصلا خوب نیست,Negative
غذاش بدنبود. ولی چندهفته پیش توغذاش مو بود. حالم بدشد. دیگه غذا نگرفتم ازش یک ستاره هم زیادشش,Negative
پرسنل عالی، فضای سالن عالی، کیفیت خدمات بسیار خوب,Positive
بسیار عالی تمیز و با اخلاق از همه مهمتر کار بلد فقط تازگیا جا به جا شدن و رفتن بعد از چهار راه آبفا,Positive
سینماش از لحاظ صدا و کیفیت پایینه,Negative
پیتزا بسیار خوب و با کیفیتی عالی اره حتما بخرید دوستان,Positive
"فوق العاده کثیف و غیر بهداشتی، فقط پول میگیرن و هیچ هزینه ای برای بهداشت و رفاه نداره. بوی بسیار نامطبوع، همه جا رو آشغال و لجن گرفته
اصلا بدرد تفریح نمیخوره و برای تنبیه و مجازات بیشتر بکار میاد",Negative
خیلی شلوغ میشه باید زمان زیادی منتظر بمونی,Negative
با کیفیت و کارای شیک,Positive
فوق العاده تمیز و پرسنل  فهیم و ساعی..,Positive
بسیار نامناسب با ارباب رجوع برخورد دارند و تلفن هم پاسخگو نیستند,Negative
طبیعت عالی کوه لنه,Positive
اطلاعات و مشاوره عالی قیمتها منصفانه,Positive
خیلی بزرگ و لاکچری هست و واقعا طلاهای زیبایی داره,Positive
گل سرسبد این فروشگاه آقا عبدالله است که با اخلاق خوب و مردمداری و خلاقیتی که دارد این فروشگاه جزء بهترین فروشگاههای شهر است,Positive
قیمت مناسب,Positive
باشگاه کوچیک و جمع و جوری هست .,Positive
بزرگه و یه عالمه باجه داره ولی اکثر باجه ها بیکارن...دو سه تاش کار میکنه....الانم که میخوان بازسازی کنن,Neutral
کیفیت خوب و ارزانتر,Positive
عالیه حتما سفر کنید به انجا,Positive
بعضی از نازلهاش خراب هست و اذیت می‌کنه.,Negative
من نزدیک به 1000 تا رستوران مختلف رفتم، رستوران میرمهنا جز 10 رستوران بدی بود که تا حالا تجربه کردم,Negative
پرسنل خوب و دقیق,Positive
مزخرف بی نظم,Negative
بازار بزرگ خوبیه,Positive
به درد نمیخوره نه دکترای خوبی داره نه موادی که استفاده میکنم خوبه,Negative
سلام بنده از سمت جاده بندر امیر اباد مراجعه کردم اما نگهباناش خیلی بد اخلاق بودن حتی سلام هم بهمون ندادن درصورتی که من سلام دادم بهشون دیگه چه برسه به اجازه ورود یا راهنمایی جهت چجگونگی ورود به میانکاله کلا از پرسنل اونجا خوشم نیامد,Negative
سلام واقعا از کسی که عکس های حرم مطهر امام رضا را گذاشته ممنونم اجر شما با امام رضا,Positive
از نظر من کباب شون ۲۰ هستش خیلی چرب نیست خوش‌ خوراک و ... اگر نظر منو میخاید حتما یه سر بزنید,Positive
من که تا حالا یک بار دیدم باز باشه 😡😤,Negative
بسیار متخصص و حرفه ای با سرعت عمل عالی,Positive
این خراب شده کی افتتاح میشه؟! 🤷‍♂️⚽🥅🧐🤬🤷‍♀️,Neutral
در مرکز روستای قوشه دامغان و در کنار قلعه های تاریخی این روستا یک حمام قدیمی واقع است که هنوز قابلیت استفاده عمومی دارد و به نظر می رسد قدمت آن به دوره قاجاریه بازمی‌گردد و احتمالا بخش خزینه آن جای خود را به حوض کوچک تر داده و از دوره ای اتاقک ها و علمک های دوش اضافه شده است.,Neutral
سرویس بهداشتی ضعیف و کثیفی داره,Negative
عالی و کار درست,Positive
بانک ایران زمین واقعدر شهر قایمیه در میدان امام خمینی قرار دارد بانکی با کارمندان عالی و کار مراجع کننده را سریع انجام میدهند,Positive
خط ۴ خیلی دیر ب دیر و در تعداد کم میاد لطفا رسیدگی کنید,Negative
کیفیت و قیمت بی نظیر هستند,Positive
عالیه امتحان کنید,Positive
نوناشون حرف نداره,Positive
از وقتی که تاسیس شده مردم انار کمتر به یزد و رفسنجان مراجعه می‌کنند خدا خیر بده بانیانش رو,Positive
مرکز نامنظم و بدون برنامه ای هست . اساتید مرکز تخصصی کافی برای آموزش ندارن . کلا حتی بعد از آموزش و امتحان هیچ همکاری برای صدور مدرک برای دانشجو هاشون نمی کنن . هر کسی رو من پرسیدم میگه نتوانسته چیزی از این مرکز یاد بگیره . یه مرتبه هم که خودم مراجعه کردم اصلا برخورد خوبی پرسنل مرکز نداشتن . فقط دنبال دست به سر کردن مردم هستن .,Negative
پیتزاهاشون فوق العادست 🤗🤗واقعا ارزش امتحان کردن داره👌👌,Positive
خیلی راضی بودم از خریدم. قیمتاشون عالی فضاشون بزرگ و تنوعشون بالا.مدیریت هم بسیار خوش برخورد و با حوصله به سوالاتتون پاسخ میدن.خدا به کسب و کارشون برکت بده🙏🏻,Positive
زیبا و دیدنی,Positive
از همه نظر ها عالی,Positive
برخورد عالی سرعت در انجام کارها و تمیز و مرتب,Positive
یک پاساژ نو ساز و شیک با مغازه های طلا و جواهر فروشی با نگهبان در محدوده بازار بزرگ تهران است.,Positive
هواس پرت،بی دقت در قیمت ها،قیمت های کیلویی، بی توجه به شخصیت مشتری،راهنمایی های غیر کاربردی و صرفا جنبه فروش خودشو داره،بازی با الفاظ ،در یک بار مراجعه و در همان لحظه یه جنس رو چند قیمت متفاوت دادند حاژ محمود، نمیدونم از چه واژه ای استفاده کنم تا مطلب رو به شما خواننده گرامی برسونم اما راضی از خریدم نیستم و سرم کلاه رفته توسط حاج محمود حیف حاجی,Negative
هیچ خدمات برای ارائه نداشته تا الان ارسال مرسوله هم که به شدت تاخیر دار,Negative
۳بار ماشین سالم را بردم واسه ثبت کیلومتر و چک آپ های دوره ای، خرااااب تحویل دادن مجبور شدم ببرم یه نمایندگی دیگه که تازه درستش کنند!,Negative
بسیارخوش برخورد و کاربلد و قیمتش هم خیلی خوب بود,Positive
داروخونه ی خوب و کاملیه تقریباً,Positive
عالی بود یادش بخیر😑,Positive
ساعت کاری ؟,Neutral
"امکانات پایین 
اکثر مواقع تعطیل 
سرویس بهداشتی ها کثیف",Negative
"کاش وضعیت پاسخ دهی، مطلوب تر باشه.
توضیحاتشون کامل و راهنما نیست.",Negative
این مکان تعطیل شده است,Neutral
بازار تمیز و خوبی تنوع جنس هم داره,Positive
قدمت پل سفید اهواز بیش از ۷۰ سال,Neutral
مدرسه بعثت کلاس یکم تا سوم دارد,Neutral
خیلی کارشون تمیز و با انصاف هستن، پیشنهاد میکنم حتما مراجعه کنید دوستان,Positive
خیلی داغون کار میکنن فقط وقت الکی و پول اضافه میگیرن,Negative
ایستگاه موزائیک سازی قدیم,Neutral
در این بوتیک هتل، هر کدام از اتاق‌ها با تزئینات یک دوره تاریخی آراسته شده. یک خانه‌ی مسکونی قدیمی که مرمت شده و بسیار زیبا است. نوروز 1402 خورشیدی در اتاق هخامنشی تجربه‌ی بسیار جذابی را داشتیم.,Positive
بسیار با تخصص در زمینه تعمیر و فروش,Positive
اینجاقسمت ادوات دفاع مقدس این موزه هست که بسیارجالب بود,Positive
حتی یدونه ستاره هم کمه بدترین داروخانس,Negative
یه تلفن جواب نمیدن,Negative
تنوع زیاد لباس و قیمت مناسب,Positive
من به شخصه علاقه زیادی به معماری قدیم دارم، و یکی از زیباترین اینها امیرچخماق یزد هستش،نور پردازی شب جلوه قشنگی بهش داده,Positive
خیلی مکان های گرانی دارد,Negative
یه مسیر برای پیاده روی و خلوت کردن تو کوهه. نه پارکینگ داره و نه امکانات دیگه.,Neutral
نظافت مناسب نیست,Negative
عالی بود راضی بودم مربیا نمومه من با آقای عبدالملکی کلاس داشتم خیلی خوب بود خیلی سخت گیر بود بار اول رد شدم یادم رفت دستی رو خلاص کنم ولی یه جبرانی با آقای برازنده رفتم ایشون هم عالی بود دفعه دوم قبول شدم ممنوم از هردو مربی و مدیر آموزشگاه,Positive
من این بازارو از طریق سایت صالح آباد دات او ار جی  که براش ثبت کردن شناختم میشه گفت قیمتاشون مناسب بود به نسبت . با اینکه فروش عمده هستن روزای تعطیلی و جمعه تک فروشی دارن,Positive
تعمیرات تخصصی انواع کتونی اورجینال  مهرداد  صفر تا ۱۰۰,Neutral
کباب و جوجه شون عالیه حتما امتحان کنید  پشیمون نمی شید,Positive
من چند بار مراجعه کردم چندان تحویل نگرفتن، ضمن اینکه قیمت اجناس اش در مقایسه با فروشگاه های مشابه، خیلی بالا بود.,Negative
خدمات دهی نسبتا میشه گفت خوب,Positive
یک کیف خریدیم. حلقه بندش ضعیف بود و دائم در می اومد. پرسنل از همون اول رفتار مناسبی نداشتن و مشتری مداری بلد نیستن. برای تعمیر هم کلی منت گذاشتن دست آخر هم درست نشد. خلاصه مواظب باشید گول ظاهر رو نخورید,Negative
خیلی بد بود,Negative
کارش قابل قبول بود و نسبتا اخلاق خوبی داره ولی میتونه اخلاقش از این بهتر باشه,Positive
گران فروش است,Negative
کیفیت و حجم غذا بسیار عالیه. قیمت‌هاش هم معقول و مناسبه.,Positive
این مکان موزه خیابان ولیعصر شده و به تاریخ این خیابان پرداخته اما در اصل این خانه متعلق به وکیل خوشنام و شهیر آقای فرهاد مینایی است یادش گرامی,Neutral
روستای قشنگ دیدنی است,Positive
خیلی گران است,Negative
اینجا حالت شخصی دارد و پول می گیرند. ورودی رایگان نیست,Neutral
خیلی شلوغ بود جایی برای نگه داشتن نداشت فقط بری یه عکس بگیری بیای تمام,Negative
همیشه بستس حتی وقتی تو اپلیکیشن میزنم باز باشد...,Negative
عالیییه غذاهاش,Positive
زیباترین روستای سرسبزایران که ثبت جهانی شده,Positive
نون هاش کیفیت نداره و خیلی خمیره,Negative
قلب تپنده هنر تئاتر ایران ، با بنای زیبا و منحصر به فرد,Positive
کیفیتش خیلی خوبه معمولا از اینجا سفارش میدم‌.,Positive
فضای سبزی کوچک با قدمتی زیاد,Negative
خیلی ضعیفه,Negative
فقط اونجاش که همراهتو دم در فرودگاه پیاده می کنی بعد میییییییری اون کله فرودگاه ماشینتو پارک می کنی بعد زیر برق آفتاب پیاده میااااای تا سالن :)) واقعا احمقانه ترین فرودگاه جهان باید باشه,Negative
ساخت زیبا و لوکیشن دقیق,Positive
هتل سینا کرمانشاه در سال 1350 به بهره برداری رسید و در سال 1392 به منظور ارائه خدمات بهتر بر روی بخش هایی از هتل بازسازی صورت گرفت. این هتل 2 طبقه بنا شده است و دارای 26 باب اتاق می باشد. از جاذبه های گردشگری کرمانشاه می توان به مسجد شافعی، تکیه معاون الملک و تکیه بیگلر بیگی اشاره کرد، که از هتل سینا با حداکثر فاصله 2.5 کیلومتر می توان به این اماکن دسترسی داشت. همچنین با اقامت در هتل دو ستاره سینا کرمانشاه می توان با پیمودن حداکثر مسافت 14 کیلومتر از طاق بستان و پارک کوهستان بازدید کرد. قابل توجه مهمانان گرامی، هتل فاقد آسانسور می باشد.,Neutral
بسیت نان هایی افتضاح و سفت,Negative
تخفیفات عالی,Positive
نیاز به مدریت بهتر و فکری به حال سالمندان و معلولین هم بشه و رمپ های مناسب زده بشه سرویس بهداشتی هاش بهسازی و نوسازی بشه خدمات اینترنتی بهتری ارائه بدن,Negative
جای دنج عالی,Positive
باغ موزه و بازارچه صنایع دستی اکبریه,Neutral
پیتزاهاش بی نظیره,Positive
عال بود ما مبلمان رو آنجا تعمیر کردیم و به همه پیشنهاد می کنم,Positive
فروشگاه با تنوع زیاد اجناس,Neutral
چرا امکان ارتباط مشترکین با مخابرات بصورت مستقیم مقدور نیست وکسی جواب نمیدهد در مورد تکرار قبض پرداخت شده چکار باید انجام دهم وقتی بدون‌ دلیل خط تلفن را یکطرفه میشود و تحدید به سلب اشتراک میشوم آیا برای مخابرات نادیده گرفتن حقوق بنده سالمند بازنشسته خدمت است لطفا رسیدگی فرمائید مدتی است شاهد ناهنجارهائی در ارائه روش کار مخابرات هستم که در گذشته اصلا بخاطر ندارم بجای ارتقاء کیفیت اخیرا فقط تعغییرات مٱیوس کننده و خلاف عرف اداری میبینم,Negative
یکی از زیباترین مکان تاریخی قدیمی شیراز,Positive
جنس های بدرد نخور و بی ضمانتی داره,Negative
فوق العالی،جادش تعریفی نیست ولی وقتی برسی سختیه راه فراموشت میشه،واقعا عالیه,Positive
بهترین بیمارستان مجرب ترین کادر پزشکی,Positive
پارکی محصور برای تفریح خانواده,Neutral
ساعت ۹ شب به بعد میبندن,Neutral
یه بار میگو خریدم ازشون میگورو اولا خیلی گران بهم دادن وقتی باجای دیگه مقایسه کردم دوما خیلی بو میداد ومونده بود.متاسفم براتون.همون بهتر که پلمپ شد.,Negative
به نظر من در منطقه کیفیتش رتبه ی اول رو داره چون من خودم همه ی غذاهاش رو امتحان کردم و واقعا مزه ی غذاهای خونگی و واقعی رو میداد و اینکه کوبیده شون از گوشت خالص گوسندی هستش من خودم به چشم خودم دیدم که داشتن چرخ میکردن اجازه دادن نگاه کنم واقعا هم خوشمزه و با کیفیت هست و پرسنل محترم و خوش برخوردب داره,Positive
"استخر ۵۰ در ۲۵ متری که شاید تو یه سانس آموزشیش ۲۰۰ نفر تو آبن. خیلی خیلی شلوغه
مال سپاه هست و ورود با چادر الزامی",Negative
"قیمت غذاها به شدت بالاست
کیفیت هم معمولیه",Negative
اجناس با کیفیت و با قیمت مناسب,Positive
هتل سپید زنجان از هتل‌های باسابقه در این شهر که در سال 1357 به بهره‌برداری رسید و به منظور ارتقای کیفیت خدمات در سال 1395 مورد بازسازی قرار گرفت. این هتل در 2 طبقه مثبت بنا شده‌است و دارای 30 باب اتاق می‌باشد.,Neutral
هم کیفیت غذا خوب بود هم قیمت,Positive
قیمتا بالاست، اما چلو ماهیچه مجللی که چند سال پیش اونجا خوردم رو فراموش نمی کنم، یه سردست کامل، راحت ۵ نفرو سیر می کرد، مرغ کاملش هم خوب بود، قرمه هم که عالی,Positive
عالی و غذای خوشمزه,Positive
جاده افتضاح بود (بهتره بگم اصلا جاده ای وجود نداشت برای خروج),Negative
اینجا مگه چی داره که ثبتش کردین تو نقشه؟,Neutral
اصلا خوب نیست غذاش.,Negative
جای خوبیه ولی بیشتر مخصوص مراسم ها هستش,Positive
یه دقیقه ی لاستیک میشه نونش,Negative
رفتار مودبانه و دکور مرتب و تمیز,Positive
بنظر من چربی کبابش خیلی بالاست!!!,Negative
کباب برگ بسیار بد مزه بود...! قیمت ها خیلی بالاست. هر سیخ کباب کوبیده 72 هزار تومان...! در صورتی که هر سیخ کباب کوبیده در یکی از بهترین رستوران های شهر قزوین 28 هزار تومن هستش. برخورد اصلا خوب نیست. واقعا کیفیت و قیمت نامناسب هستش. من خودم تو بهترین رستوران های تهران غذا خوردم و میدونم این غذا ارزش نداره این همه براش پول بدید.,Negative
یکبار برای گرفتن پول نو سر و کارم به اینجا افتاد، یه جوری رفتار میکرد که انگار میخواد یه تیکه از وجودش رو مجانی به من بده!,Negative
"اگه میخواین معنی خرتوخر رو بفهمین به این بیمارستان مراجعه کنین، رسیدگی نیست، هر کی اونجا قبیله تشکیل داده و حکومت خودش رو داره ، هیشکی به هیشکی 
بیمارستان های دولتی زیاد رفتم این تووشون بینظیره توو طویله بودن",Negative
من خرید تخت کودک و  دو قلم کار دیگه خرید کردم اصلا از خدمات پس از فروش رضایت نداشتم  کلا نقدی خرید کردم فروشند ها به علت دریافت پورسانت فروش دروغ زیاد میگن اگر در پیش فاکتور یادداشت کردین که انجام میشه وگرنه انجام نمیدن به صحبتاشون زیاد توجه نکنید بعد از خرید زنگ زدم بابت نصب گفتن که هزینه جداست  در صورتی که  قبل از فروش میگفت شرکتی ضمانت داره خودشون میان نصب میکن و......,Negative
"به هيچ وجه راضي نبودم اميذوارم هيچ كس مجبور نباشه روزي وارد اين مركز بشه 
فوق العاده افتضاح ……..",Negative
به شدت بی کیفیت. خیلی افتضاح بود و اصن متوجه نشدم که چی دارم میخورم. اصن اینجارو انتخاب نکنید,Negative
"گران است و فقط به ظاهر لاکچری 
شبیه مبل استیل میمونه تو خونه های 60 متری",Negative
بهترین کیفیت و بسته بندی منطقه رو داره پیشنهاد میشه ✌️👏💙,Positive
محشره,Positive
جای دیدنی و خوبی بود,Positive
هتل ساحلی پرواز بوشهر در محوطه ای بزرگ واقع شده و دارای 30 باب اتاق به همراه 2 سوئیت است که همگی این اتاق ها و سوئیت ها در یک راستا در این محوطه قرار دارند. ساختمان این هتل ساحلی از ابتدای فعالیت خود در اختیار نیروی دریایی بوشهر بوده است که پس از بازسازی های انجام شده بر روی اتاق ها و سوئیت ها از سال 1391 با نام هتل ساحلی پرواز به بهره برداری رسید. فاصله کوتاه تا ساحل دریا از یک طرف و دسترسی آسان به فرودگاه بوشهر از طرف دیگر از نکات قابل توجه اقامت در هتل پرواز بوشهر به شمار می رود.,Neutral
عالیع اخلاق خوب و قیمت مناسب حلالتون,Positive
با تشکر از عوامل اجرایی این مرکز که برخورد و عملکردشان با مراجعین بحدی خوب، محترمانه و مسئولانه بود که میتوان این نوع عملکرد را بعنوان معیار استاندارد برای اینگونه موارد تعریف کرد.,Positive
ازشون غذاگرفتم،کیفیتش خوب بود،چلوقورمه سبزی بود،کلینیک رازی بودم،با اسنپ برام فرستادن،پیک ندارن،هزینه رو هم شماره کارت دادن کارت ب کارت کردم،۲۰ دیقه ای رسید دستم,Positive
با سلام من رفتم شیشه ماشنمو عوض کنم کارامو انجام داد با کیفیت خوب و کار عالی قیمت مناسب دمش گرم اقا بدری,Positive
"اتوبوس خیلی طول میکشه بیاد
باید نیم ساعت منتظر بمونیم تا اتوبوس بیاد",Negative
پارکینگ ماشینش چطوره ؟اگه کسی امتحان کرده لطفا جواب بره,Neutral
پستچی هاشون بدون مراجعه عدم حضور در محل ثبت میکنن همه خدماتش صفر نمی‌دونم کاربلد نیستن جمع نمیکنن آدم های درست حسابی کاربلد اداره کنن مدیریت صفر خدمات دهی صفر یدونه نقطه مثبت نداره این پست ثبت ستاره هم گذاشتن برای مردم,Negative
کار بلد .خوش برخورد.مشتری مدار،همیشه ممنون آقای دکتر هستم.راهنمایی صادقانه بیمار رو دلگرم میکنه,Positive
حتی از سرناچاری هم یک روز تو این مدرسه تحصیل نکنید,Negative
دوتا برادر خوش برخورد که هرکاری که انجام میدن بهت توضیح میدن. نکته مثبت اینکه برای من نوبت اول دیاگ زد ولی چیزی نگرفت و به مشتری عبوری نگاه نمیکنن,Positive
"غذای غیر قابل خوردن و بی کیفیت 
و هم زمان طولانی برای آماده کردن
پیش مهمونام خجالت کشیدم",Negative
خوبه مطب تمیزیه,Positive
"تا موقعیکه دست خود روضه ایی بود عالی بود
هردفعه من دارم خرید میکنم نسبت به قبل داغون تر",Negative
جای دیدنی زیبا و منحصربفرد,Positive
فوق العاده خوشمزه و با کیفیت،به قاطع میتونم بگم بهترین پیتزا در مشهد رو اینجا میشه خورد,Positive
خیلی خیلی مسجد خوبیه فعالیت های خیلی زیادی داره واقعا مسجد فوق العاده‌ای هست,Positive
کثیف کوچک بدون جای پارک پرسنل بسیار بی ادب,Negative
خیلی خیلی افتضاح�� با مدیر بی مسئولیت ودر کل رسیدگی کادر خیلی ضعیف، ازمن میشنوین بچتونو اینجانبرین برای آموزش,Negative
"باید بحال این جماعت گریست
واقعا وضعیت تاسف باریه
نه خسارت میدن نه پاسخگو هستن
درب این واحدرو باید گ.... گرفت",Negative
فروشگاه محلی برای خرید روزانه با کارکنان خوب و خوش برخورد,Positive
تالار سلام یا تاجگذاری یکی از اتاق‌های کاخ گلستان است که در حال حاضر به صورت موزه مورد استفاده قرار می‌گیرد. این تالار در دورهٔ سلطنت پهلوی برای تشریفات رسمی مورد استفاده قرار داشت و تاج‌گذاری محمدرضا پهلوی و شهبانو فرح در آن صورت گرفت. معماری این تالار و تالار آینه و سرسراها و وابسته‌های آن توسط صنیع‌الملک (حاج ابوالحسن معمارباشی) صورت گرفته است,Neutral
اخلاق درست و حسابی ندارن,Negative
اوایل خوب بود کیفیتش و قیمتش... انا مثل سایر جاها هرچی گذشت کیفیتش مایین اومد... دیگه اصلا اون شیرینی آرش قدیمی نیست,Negative
عالی,Positive
پرسنل تعاونی های مسافربری این ترمینال با سوءمدیریت و گرانفروشی باجه های بلیط فروشی و ساعت نامنظم حرکت اتوبوسها مسافران را در حالت سردرگمی قرار میدن,Negative
خانمی ک اونجا سفارش میگیرن ب همجنساشون تذکر حجاب میدن ک اصلا بهشون ربطی نداره،خرید نکنین ازشون,Negative
اینجا مرکز لمس جادویی نیستانی هستش که واقعا کارشون افتضاحه، توصیه من این هست که اصلا اینجا نبرید.ببرید صافکاری سنتی خیلی خیلی بهتر کارتونو انجام میدن با هزینه خیلی کمتری,Negative
فضایی خیلی عالی بوستان و معنوی گلزار شهدایی گمنام,Positive
عالیه.محیطی دنج و آروم.پذیرایی واقعا عالی بود.قیمت خیلی مناسب.,Positive
متاسفانه مدتها بی دلیل بسته شده و درخت های اصیل و قدیمی اون هم بدون توجیه قطع شده . معلوم‌نیست جه خبره این همه زمین خالی به جه دردی می خوره. یا فضای سبز کنن یا بدن ملت بسازن,Negative
یکستاره میزنم ک فقط نظرم ثبت بشه😡رفتار پرسنل خیلی بد هست درست جواب نمیدن. و سر ساعت مقرر قطار حرکت نمیکند یکی دوساعت  تاخیر دارد وضعیت کوپه ها افتضاحه,Negative
مکان ثبت شده وجود ندارد,Neutral
ممنون از سرعت عمل و تخصص در تعمیر خودرو واقعا عالی ممنون,Positive
با گرون فروشی مشتری هارو یکبار مصرف نکنید,Negative
مسجد بسیار مزخرف که فقط بلده جوون های مردم و اذیت کنه و از دین زده کنه,Negative
"به هیچ وجه احترام برای مسافر قائل نیستند وبسیار بی کیفیت 
هرگز چنسن ختلی رو انتخاب نمی کنم",Negative
سلام این جایگاه اصلاً کارش رو حساب کتاب نیست یه روز بازه یه روز تعطیل اصلاً معلوم نیست با خودشون چند چندن,Negative
حاجی تیموری مردی با شخصیت هستند و بیمه هم خوب همکاری میکنه,Positive
مدیریت فعال و زحمتکشی دارد انشاالله موفق باشد,Positive
سلام عليكم : ناهيد بخشي رو ازاد بكنيد,Neutral
طرف با خودشم قهره😂 بعدشم بیمه میگه فقط تا 1 تومان تعهد هم میگیرن 😐,Negative
این مکان جا به جا شده است,Neutral
خیلی خوشمزه و ارزان قیمت بستنی قیفی 10,Positive
قیمت منصفانه و کیفیت مطلوب بود برخورد کارکنان هم مودبانه,Positive
عزیز دل ما😭😭,Positive
خیلی شلوغه وقتی ادم وارد میشه باید داخل صف بیاستید تا نوبتتون بشه,Neutral
امکاناتش کم و ضعیف است.,Negative
با نرده هایی که تو پیاده رو کشیده،  گند زده به پیاده رو,Negative
اگر راستشو بگم .کمی باید مدیریت بشه .یعنی یکسری صنفا باید اضافه بشه و اینکه مخاطبان برسی و طیف بیشتری مد نظر گرفته بشه .انگار طیف خاصی مد نظر گرفته شده و محدودیت به نظر میرسه .خلاصه جای کار داره و یه مدیر خوب,Negative
نوشته تا 16:30 باز است، ولی اکنون در ساعت‌ 14 چندین بار تماس گرفتم جواب ندادن؟,Negative
"الکی معروف شده فقط ظاهر ساختمونش قشنگه ....
تمام اجناس این مجتمع خصوصا پوشاک رو با همون کیفیت و حتی بهترش رو بیرون از مجتمع و در بازار اصلی شهر خرم آباد با نصف قیمت میتونید پیدا کنید ، گول ظاهر زیبا رو نخورید مثلا شلواری که تو بازار اصلی ۴۰۰ تومنه تو بعثت مال دقیقا همون جنس و همون کیفیت ۹۰۰ تومنه ! آخه چرا دوست دارید پولتون رو هدر بدید؟",Negative
از لحاظ بهداشتی اصلن تمیز نیست و محیطش به شدت کثیفه، اتاقا بوی خیلی بدی میده.خدایش یک ستاره هم زیاده,Negative
بستس، واقعا هیف بچهامون یا خودمون خیلی علاقه داریم تو ی سینما فیلم نگاه کنیم.اما متاسفانه در محل زندگیمو نمیتونیم,Negative
وااااقعا جای تاسف داره واسه اداره پست قم،۴روزه فروشنده بسته من رو فرستاده ولی عین۴روز بسته ازپست قم تکون نخورده بااااباااا یه قطعه مهمه بایدبدم به مشتری،هیچ تلفنی هم جواب نمیدن چرااا۴روزه بسته رو ب کرمان ارسال نکردین خداخیرتون نده الهی,Negative
"بدون گاز کپسول گاز هست اما خالی
بدون آب داغ
امکانات رفاهی زیر صفر",Negative
عالی👍,Positive
لطفا تلفن مکان رو بزارید باتشکر,Neutral
نصبت به اینکه اجناس تاناکورادست دوم هستندولی قیمت کفش هاخیلی گران هستن وهمچنین کاپشن هاشونم گران😒,Negative
تماشای شهر از بالای پل واقعا لذتبخشه:),Positive
دوستان نمیزارن برین برای بازدید فقط خوانواده فوت شده هارو هر فک کنم چند ماه میزارن برن ببینن,Negative
گفتنی است این دانشگاه با توجه به ماهیت خود از غنيترين دانشگاههاي ايران از نظر بهره مندي از فضاي ايده آل هنري می باشد.,Positive
اشغال ترین چای دنیاست واقعا دقت کنید بوی پهن میده,Negative
در این قبرستان مدفن شش شهید مدافع حرم قرار دارد,Neutral
دارای کلاس نینجوتسو روزهای فرد ساعت ۲۱تا ۲۲:۳۰,Neutral
پرسنل صندوق دار واقعا بی ادب بود,Negative
دنده کباب فوق العاده افتضاح بود,Negative
خرابه بگید خرابه الکی راننده تا اونجا میاد,Negative
اینجا اداره بنیاد شهید شهرستان رشته و اداره کل بنیاد شهید استان گیلان سمت چهارراه گلسار و شهید انصاریه (دقیقا روبروی فرمانداری),Neutral
ماهی کبابیش خوب بود  و رفتار محترمانه ای داشتن,Positive
عالی و خوش قیمت و با کیفیت موفق و پیروز باشید,Positive
"فوق العاده بد قول 
به هیچ وجه پیشنهاد نمیکنم
گفتم شاید برای من اتفاقی باشه ولی چندین مورد مشابه هم دیدم و هم تلفنی صحبت کردند شنیدم
در هر صورت موفق باشند ولی بهتر سر تعهدی که ميدند باشند",Negative
باسلام هر کس از ناحیه ۹ پست شکایت داره می تونه با تلفن ۱۹۵ تماس بگیره و شکایت خودش رو ثبت کنه تا از تهران پیگیری بشه,Neutral
جایگاه خوبیه فشار گاز بالاس پرسنل خوب موأدبانه برخورد میکنن,Positive
بازار جمع‌وجور و خوبی است.,Positive
غرور ایران,Neutral
امتیازم بر اساس سه بار سفارش هستش که همشون کیفیتشون پایین بود.,Negative
مواظب تخفیف های غیر واقعی باش,Negative
ته چین مرغ آلی,Positive
"۳۰ درصد گل ها پژمرده و کچل هستند.
خیلی شلوغه.",Negative
یه بازارسنتی دردل کوه که انواع نان های محلی پخته میشه این بازار درعین سادگی پراز آرامشه،ازدستش ندین حتما تجربه  کنین👌,Positive
ساحل خوب و تمیزی هست و ما همیشه میریم,Positive
من برای کوچولوم لباس سفارش دادم واقعا عالی و زیبا تمیز  بافته شده بود,Positive
ساندویچ خوب بود,Positive
پژوهشکده انگور و کشمش دانشگاه ملایر به عنوان یکی از مراکز پژوهشی وابسته به وزارت علوم، تحقیقات و فناوری به منظور پاسخگویی به بخشی از نیازهای پژوهشی کشور در حوزه علوم انگور و فرآورده های جانبی (به ویژه در منطقه غرب کشور)، از سال 1391 با توجه به سوابق گذشته و پتانسیل­های منطقه­ای از جمله وجود بیش از 12000 هکتار تاکستان و بیش از 60 کارخانه تهیه و بسته­بندی کشمش و نیز کارگاهای سنتی و صنعتی متعدد تهیه شیر انگور به عنوان پژوهشکده مستقل ملی و دارای مصوبه اصولی  و در آبان سال 1397 موافقت قطعی از شورای گسترش آموزش عالی، فصل نوینی از فعالیت های خود را آغاز نمود.,Neutral
